City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
631,Angoche,-16.2325,39.9086,79.07,88,100,14.23,MZ,2022-03-11 23:25:51,moderate rain
632,San Quintin,30.4833,-115.95,64.89,42,69,7.94,MX,2022-03-11 23:22:54,broken clouds
633,Kerman,30.2832,57.0788,60.66,39,0,4.61,IR,2022-03-11 23:25:51,clear sky
634,Pokhara,28.2333,83.9833,62.67,28,0,6.64,NP,2022-03-11 23:25:51,clear sky
635,Atasu,48.6814,71.6433,24.96,96,87,7.18,KZ,2022-03-11 23:25:52,overcast clouds
636,Krasnoye-Na-Volge,57.5125,41.2419,16.9,96,99,3.4,RU,2022-03-11 23:25:52,overcast clouds
637,Brokopondo,4.75,-55.1667,76.57,89,51,10.29,SR,2022-03-11 23:25:53,broken clouds
638,Seinajoki,62.7945,22.8282,28.98,77,0,5.75,FI,2022-03-11 23:25:53,clear sky
639,Bria,6.5423,21.9863,73.24,71,100,5.21,CF,2022-03-11 23:25:54,overcast clouds
640,Trairi,-3.2778,-39.2689,75.61,90,100,4.74,BR,2022-03-11 23:21:43,overcast clouds
641,Jibuti,11.5,42.5,71.15,73,71,16.13,DJ,2022-03-11 23:25:54,broken clouds
642,Lang Son,21.8333,106.7333,66.52,90,100,2.35,VN,2022-03-11 23:25:55,overcast clouds
643,Dongsheng,39.8161,109.9776,39.02,52,94,8.84,CN,2022-03-11 23:24:23,overcast clouds
644,Coahuayana,18.7333,-103.6833,82.87,46,10,7.56,MX,2022-03-11 23:25:55,clear sky
645,Vera Cruz,-12.6333,-41.0333,71.78,81,96,1.45,BR,2022-03-11 23:26:56,overcast clouds
646,Sendafa,9.15,39.0333,53.87,60,45,1.66,ET,2022-03-11 23:26:56,scattered clouds
647,Cherskiy,68.75,161.3,0.63,76,2,1.7,RU,2022-03-11 23:26:57,clear sky
648,Bonaventure,48.0457,-65.4926,23.54,86,100,3.44,CA,2022-03-11 23:26:57,light snow
649,Kapuskasing,49.4169,-82.4331,21.29,49,100,13.8,CA,2022-03-11 23:26:57,overcast clouds
650,Bachaquero,9.9694,-71.1494,79.3,81,90,0.38,VE,2022-03-11 23:26:58,overcast clouds
651,Bom Jesus,-9.0744,-44.3586,77.58,73,100,1.36,BR,2022-03-11 23:26:58,overcast clouds
652,Fort Dodge,42.4975,-94.168,18.01,45,20,14.97,US,2022-03-11 23:26:59,few clouds
653,Sabang,5.8933,95.3214,82.11,74,81,6.69,ID,2022-03-11 23:26:59,broken clouds
654,Zhoucheng,35.9122,116.3117,52.61,67,82,5.55,CN,2022-03-11 23:27:00,broken clouds
655,Banyo,6.75,11.8167,72.23,62,90,2.33,CM,2022-03-11 23:27:00,overcast clouds
656,Dayong,25.0209,118.2898,63.43,76,0,1.16,CN,2022-03-11 23:27:01,clear sky
657,Berdigestyakh,62.0989,126.6992,-7.35,100,100,0.92,RU,2022-03-11 23:27:01,overcast clouds
658,Vagamo,61.8751,9.0967,20.68,91,77,4.27,NO,2022-03-11 23:22:13,broken clouds
659,Margate,51.3813,1.3862,49.3,80,89,8.01,GB,2022-03-11 23:27:02,overcast clouds
660,Samarai,-10.6167,150.6667,84.56,73,97,12.97,PG,2022-03-11 23:27:02,overcast clouds
661,Metro,-5.1131,105.3067,75.07,95,100,2.06,ID,2022-03-11 23:27:03,overcast clouds
662,Puteyets,65.1716,57.091,14.49,93,100,14.16,RU,2022-03-11 23:27:03,light snow
663,Giddalur,15.35,78.9167,72.14,45,0,2.75,IN,2022-03-11 23:27:04,clear sky
664,Leninskoye,41.7589,69.3864,50.31,92,100,5.88,KZ,2022-03-11 23:27:05,heavy intensity rain
665,Zlobin,45.2924,14.6541,29.5,39,0,5.75,HR,2022-03-11 23:27:06,clear sky
666,Frunze,48.6686,38.7544,15.76,84,92,10.85,UA,2022-03-11 23:27:06,overcast clouds
667,Kudahuvadhoo,2.6708,72.8944,82.33,71,6,8.05,MV,2022-03-11 23:27:07,clear sky
668,Plerin,48.5425,-2.7798,44.38,88,87,8.99,FR,2022-03-11 23:27:08,overcast clouds
669,Agaro,7.85,36.65,66.97,54,93,2.19,ET,2022-03-11 23:27:09,overcast clouds
670,Nabire,-3.3667,135.4833,79.65,77,99,2.35,ID,2022-03-11 23:25:06,overcast clouds
671,Msowero,-6.5333,37.2,69.3,96,64,1.32,TZ,2022-03-11 23:27:10,broken clouds
672,Aflao,6.116,1.1914,84.33,84,20,10.36,TG,2022-03-11 23:27:10,few clouds
673,Taksimo,56.3444,114.8794,-12.03,94,90,1.68,RU,2022-03-11 23:23:14,overcast clouds
674,Synya,65.3718,58.0387,12.16,91,100,14.36,RU,2022-03-11 23:27:11,light snow
675,Bonthe,7.5264,-12.505,77.5,86,94,6.51,SL,2022-03-11 23:27:11,overcast clouds
676,Quelimane,-17.8786,36.8883,79.21,78,99,7.61,MZ,2022-03-11 23:27:12,overcast clouds
677,Plettenberg Bay,-34.0527,23.3716,70.99,93,100,1.32,ZA,2022-03-11 23:27:12,light rain
678,Pital,2.2665,-75.8044,73.71,82,67,3.38,CO,2022-03-11 23:27:13,light rain
679,San Andres,12.5847,-81.7006,82.42,74,20,9.22,CO,2022-03-11 23:27:13,few clouds
680,Kristiansund,63.1115,7.732,47.05,31,0,8.05,NO,2022-03-11 23:27:14,clear sky
681,Kinkala,-4.3614,14.7644,72.23,93,100,3.2,CG,2022-03-11 23:27:14,overcast clouds
682,Pierre,44.3683,-100.351,18.86,35,0,14.97,US,2022-03-11 23:25:27,clear sky
683,Lazarev,52.225,141.5131,12.74,92,100,13.42,RU,2022-03-11 23:27:15,overcast clouds
684,Zaykovo,57.5613,62.7568,-16.38,100,85,1.88,RU,2022-03-11 23:27:16,overcast clouds
685,Dudinka,69.4058,86.1778,-24.59,100,87,7.7,RU,2022-03-11 23:27:16,overcast clouds
686,Waipawa,-41.4122,175.5153,68.59,69,81,10.85,NZ,2022-03-11 23:27:16,broken clouds
687,Mikkeli,61.6886,27.2723,28.51,93,0,4.61,FI,2022-03-11 23:27:17,clear sky
688,Port-Gentil,-0.7193,8.7815,82.18,81,100,13.76,GA,2022-03-11 23:27:19,overcast clouds
689,Laredo,27.5064,-99.5075,59.25,41,100,25.32,US,2022-03-11 23:28:19,dust
690,Lufkin,31.3382,-94.7291,47.48,67,100,19.57,US,2022-03-11 23:28:20,overcast clouds
691,Qeshm,26.9581,56.2719,75.09,82,58,8.95,IR,2022-03-11 23:28:20,broken clouds
692,Cortez,37.3489,-108.5859,39.96,31,0,12.66,US,2022-03-11 23:28:21,clear sky
693,Wanaka,-44.7,169.15,66.11,49,66,1.99,NZ,2022-03-11 23:28:21,broken clouds
694,Lakatoro,-16.0999,167.4164,83.89,68,43,4.07,VU,2022-03-11 23:28:22,scattered clouds
695,Cap Malheureux,-19.9842,57.6142,77.47,88,19,1.99,MU,2022-03-11 23:28:22,few clouds
696,Taoudenni,22.6783,-3.9836,70.92,13,0,11.5,ML,2022-03-11 23:28:23,clear sky
697,Ternate,0.8,127.4,81.59,80,99,4.59,ID,2022-03-11 23:27:53,overcast clouds
698,Isabela,6.7085,121.9711,78.85,86,62,1.39,PH,2022-03-11 23:28:24,broken clouds
699,Conde,-7.2597,-34.9075,80.06,78,20,6.91,BR,2022-03-11 23:28:24,few clouds
700,Komsomolskiy,40.4272,71.7189,50.72,87,75,2.3,UZ,2022-03-11 23:28:25,mist
701,Tambo,-14.8,-73.9167,38.64,97,99,9.66,PE,2022-03-11 23:28:25,moderate rain
702,Abha,18.2164,42.5053,58.82,82,0,8.05,SA,2022-03-11 23:24:35,clear sky
703,Parabel,58.6978,81.4825,-21.3,100,52,4.14,RU,2022-03-11 23:28:26,broken clouds
704,Staryy Nadym,65.6118,72.6842,-6.18,97,96,10.42,RU,2022-03-11 23:28:26,overcast clouds
705,Ferme-Neuve,46.7001,-75.4493,25.57,98,100,1.99,CA,2022-03-11 23:28:27,light snow
706,Piacabucu,-10.4056,-36.4344,78.69,77,41,5.84,BR,2022-03-11 23:28:27,scattered clouds
707,Honiara,-9.4333,159.95,82.36,78,95,2.37,SB,2022-03-11 23:23:42,overcast clouds
708,Mazarron,37.5992,-1.3149,57.43,79,100,8.03,ES,2022-03-11 23:28:28,overcast clouds
709,Mahanoro,-19.9,48.8,75.16,90,98,3.18,MG,2022-03-11 23:28:28,light rain
710,Qostanay,53.1667,63.5833,3.49,78,0,13.42,KZ,2022-03-11 23:28:28,clear sky
